log_time,Model, confidence, img xcenter, img ycenter, model output xcenter,  model output ycenter, height (distance to floor), is_flying, image (optional)
2022-08-02 11:04:53.203749,YOLOFaceDetector,0.8897581100463867,480.0,360.0,244.0,0.5,0,False
2022-08-02 11:04:53.203749,YOLOObjectDetector,nan,480.0,360.0,nan,nan,0,False
2022-08-02 11:04:53.203749,DepthPerceptionObjectDetector,231898208,480.0,360.0,nan,nan,0,False
2022-08-02 11:04:53.203749,AzureObjectDetector,0.831,480.0,360.0,78.0,11.0,0,False
2022-08-02 11:05:01.516396,YOLOFaceDetector,0.8477921485900879,480.0,360.0,220.5,54.0,0,False
2022-08-02 11:05:01.516396,YOLOObjectDetector,0.8171704411506653,480.0,360.0,504.9643249511719,382.8132019042969,0,False
2022-08-02 11:05:01.516396,DepthPerceptionObjectDetector,265791767,480.0,360.0,nan,nan,0,False
2022-08-02 11:05:01.516396,AzureObjectDetector,0.936,480.0,360.0,64.5,29.5,0,False
2022-08-02 11:05:07.640585,YOLOFaceDetector,0.9808120131492615,480.0,360.0,199.5,121.5,0,False
2022-08-02 11:05:07.640585,YOLOObjectDetector,0.8535729050636292,480.0,360.0,389.1385498046875,468.27008056640625,0,False
2022-08-02 11:05:07.640585,DepthPerceptionObjectDetector,245969993,480.0,360.0,nan,nan,0,False
2022-08-02 11:05:07.640585,AzureObjectDetector,0.948,480.0,360.0,84.5,109.5,0,False
2022-08-02 11:05:13.461504,YOLOFaceDetector,0.9438694715499878,480.0,360.0,321.5,82.0,0,False
2022-08-02 11:05:13.461504,YOLOObjectDetector,0.9136675000190735,480.0,360.0,661.403076171875,440.34100341796875,0,False
2022-08-02 11:05:13.461504,DepthPerceptionObjectDetector,250928431,480.0,360.0,nan,nan,0,False
2022-08-02 11:05:13.461504,AzureObjectDetector,0.763,480.0,360.0,255.0,79.5,0,False
2022-08-02 11:05:19.773261,YOLOFaceDetector,0.8981020450592041,480.0,360.0,302.5,71.0,0,False
2022-08-02 11:05:19.773261,YOLOObjectDetector,0.9181889295578003,480.0,360.0,627.7257080078125,419.87579345703125,0,False
2022-08-02 11:05:19.773261,DepthPerceptionObjectDetector,261675484,480.0,360.0,nan,nan,0,False
2022-08-02 11:05:19.773261,AzureObjectDetector,0.94,480.0,360.0,229.5,53.5,0,False
2022-08-02 11:05:26.041641,YOLOFaceDetector,nan,480.0,360.0,nan,nan,0,False
2022-08-02 11:05:26.041641,YOLOObjectDetector,nan,480.0,360.0,nan,nan,0,False
2022-08-02 11:05:26.041641,DepthPerceptionObjectDetector,246020096,480.0,360.0,nan,nan,0,False
2022-08-02 11:05:26.041641,AzureObjectDetector,nan,480.0,360.0,nan,nan,0,False
2022-08-02 11:05:33.109184,YOLOFaceDetector,nan,480.0,360.0,nan,nan,0,False
2022-08-02 11:05:33.109184,YOLOObjectDetector,nan,480.0,360.0,nan,nan,0,False
