log_time,Model,confidence,detected bounding box width,detected bounding box height,img xcenter,img ycenter,model output xcenter,model output ycenter,height (distance to floor),is_flying
2022-08-03 14:29:31.719573,YOLOFaceDetector,0.6833669543266296,139,218,480.0,360.0,300.5,72.0,0,False
2022-08-03 14:29:31.719573,YOLOObjectDetector,0.7813483476638794,429.57171630859375,592.0235595703125,480.0,360.0,589.8402099609375,419.47857666015625,0,False
2022-08-03 14:29:31.719573,DepthPerception,13422302,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:29:31.719573,AzureObjectDetector,0.914,463,615,480.0,360.0,178.5,51.0,0,False
2022-08-03 14:29:37.957934,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:29:37.957934,YOLOObjectDetector,0.8562037944793701,438.445556640625,527.8868408203125,480.0,360.0,502.7930908203125,450.59381103515625,0,False
2022-08-03 14:29:37.957934,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:29:37.957934,AzureObjectDetector,0.95,468,526,480.0,360.0,132.0,91.5,0,False
2022-08-03 14:29:45.801299,YOLOFaceDetector,0.637143075466156,132,285,480.0,360.0,201.5,45.5,0,False
2022-08-03 14:29:45.801299,YOLOObjectDetector,0.8216444849967957,531.0422973632812,668.006591796875,480.0,360.0,503.0213928222656,377.15673828125,0,False
2022-08-03 14:29:45.801299,DepthPerception,12015694,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:29:45.801299,AzureObjectDetector,0.95,553,673,480.0,360.0,111.0,20.5,0,False
2022-08-03 14:31:19.191083,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:31:19.191083,YOLOObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:31:19.191083,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:31:19.191083,AzureObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:31:28.956971,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,40,True
2022-08-03 14:31:28.956971,YOLOObjectDetector,0.6543775796890259,90.520751953125,210.30288696289062,480.0,360.0,457.0660705566406,125.31961059570312,40,True
2022-08-03 14:31:28.956971,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,40,True
2022-08-03 14:31:28.956971,AzureObjectDetector,0.558,156,419,480.0,360.0,34.0,126.0,40,True
2022-08-03 14:31:35.788733,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:35.788733,YOLOObjectDetector,0.29249078035354614,796.38818359375,704.5848388671875,480.0,360.0,559.513427734375,355.4388427734375,0,True
2022-08-03 14:31:35.788733,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:35.788733,AzureObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:42.755725,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:42.755725,YOLOObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:42.755725,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:42.755725,AzureObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:49.494178,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:49.494178,YOLOObjectDetector,0.637306272983551,885.1298828125,696.685791015625,480.0,360.0,444.82354736328125,361.19683837890625,0,True
2022-08-03 14:31:49.494178,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:49.494178,AzureObjectDetector,0.525,803,703,480.0,360.0,6.5,0.0,0,True
2022-08-03 14:31:55.997285,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:55.997285,YOLOObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:55.997285,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:31:55.997285,AzureObjectDetector,0.59,770,684,480.0,360.0,80.0,0.0,0,True
2022-08-03 14:32:02.429323,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:02.429323,YOLOObjectDetector,0.42582711577415466,735.8582153320312,715.06103515625,480.0,360.0,510.4179992675781,362.469482421875,0,True
2022-08-03 14:32:02.429323,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:02.429323,AzureObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:08.608383,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:08.608383,YOLOObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:08.608383,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:08.608383,AzureObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:15.339311,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:15.339311,YOLOObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:15.339311,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:15.339311,AzureObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,True
2022-08-03 14:32:23.723985,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,60,True
2022-08-03 14:32:23.723985,YOLOObjectDetector,0.857083797454834,802.3380737304688,719.8443603515625,480.0,360.0,404.9328308105469,359.92218017578125,60,True
2022-08-03 14:32:23.723985,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,60,True
2022-08-03 14:32:23.723985,AzureObjectDetector,0.691,768,688,480.0,360.0,9.0,0.0,60,True
2022-08-03 14:32:38.603229,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,140,True
2022-08-03 14:32:38.603229,YOLOObjectDetector,0.7908835411071777,411.048828125,646.1212158203125,480.0,360.0,752.9325561523438,389.3753662109375,140,True
2022-08-03 14:32:38.603229,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,140,True
2022-08-03 14:32:38.603229,AzureObjectDetector,0.889,434,648,480.0,360.0,263.0,36.0,140,True
2022-08-03 14:36:27.781378,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:27.781378,YOLOObjectDetector,0.33523136377334595,724.3351440429688,710.905517578125,480.0,360.0,582.1357421875,358.52508544921875,0,False
2022-08-03 14:36:27.781378,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:27.781378,AzureObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:34.381605,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:34.381605,YOLOObjectDetector,0.5667073726654053,787.7716064453125,704.3291625976562,480.0,360.0,566.1141967773438,357.7698059082031,0,False
2022-08-03 14:36:34.381605,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:34.381605,AzureObjectDetector,0.582,723,659,480.0,360.0,117.0,29.5,0,False
2022-08-03 14:36:40.832900,YOLOFaceDetector,0.9720366597175598,261,373,480.0,360.0,211.5,79.0,0,False
2022-08-03 14:36:40.832900,YOLOObjectDetector,0.47302961349487305,607.5477294921875,599.2987670898438,480.0,360.0,656.0737915039062,401.5343933105469,0,False
2022-08-03 14:36:40.832900,DepthPerception,44608475,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:40.832900,AzureObjectDetector,0.804,789,646,480.0,360.0,79.0,37.0,0,False
2022-08-03 14:36:47.234151,YOLOFaceDetector,0.8835877180099487,281,374,480.0,360.0,291.5,113.0,0,False
2022-08-03 14:36:47.234151,YOLOObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:47.234151,DepthPerception,56098981,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:47.234151,AzureObjectDetector,0.897,522,539,480.0,360.0,214.0,90.5,0,False
2022-08-03 14:36:53.564194,YOLOFaceDetector,0.9916463494300842,244,371,480.0,360.0,205.0,138.0,0,False
2022-08-03 14:36:53.564194,YOLOObjectDetector,0.8219272494316101,828.929931640625,489.466064453125,480.0,360.0,502.69293212890625,468.13433837890625,0,False
2022-08-03 14:36:53.564194,DepthPerception,50275202,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:53.564194,AzureObjectDetector,0.853,807,508,480.0,360.0,71.0,105.0,0,False
2022-08-03 14:36:59.991098,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:59.991098,YOLOObjectDetector,0.881179928779602,243.3056640625,487.552001953125,480.0,360.0,641.1419067382812,471.5430908203125,0,False
2022-08-03 14:36:59.991098,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:36:59.991098,AzureObjectDetector,0.695,235,481,480.0,360.0,258.0,114.5,0,False
2022-08-03 14:37:06.557638,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:37:06.557638,YOLOObjectDetector,0.881179928779602,243.3056640625,487.552001953125,480.0,360.0,641.1419067382812,471.5430908203125,0,False
2022-08-03 14:37:06.557638,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:37:06.557638,AzureObjectDetector,0.695,235,481,480.0,360.0,258.0,114.5,0,False
2022-08-03 14:37:13.540468,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:37:13.540468,YOLOObjectDetector,0.881179928779602,243.3056640625,487.552001953125,480.0,360.0,641.1419067382812,471.5430908203125,0,False
2022-08-03 14:37:13.540468,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:37:13.540468,AzureObjectDetector,0.695,235,481,480.0,360.0,258.0,114.5,0,False
2022-08-03 14:37:20.699554,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:37:20.699554,YOLOObjectDetector,0.881179928779602,243.3056640625,487.552001953125,480.0,360.0,641.1419067382812,471.5430908203125,0,False
2022-08-03 14:37:20.699554,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:37:20.699554,AzureObjectDetector,0.695,235,481,480.0,360.0,258.0,114.5,0,False
2022-08-03 14:37:29.468189,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:37:29.468189,YOLOObjectDetector,0.881179928779602,243.3056640625,487.552001953125,480.0,360.0,641.1419067382812,471.5430908203125,0,False
2022-08-03 14:37:29.468189,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:37:29.468189,AzureObjectDetector,0.695,235,481,480.0,360.0,258.0,114.5,0,False
2022-08-03 14:38:00.093336,YOLOFaceDetector,0.7920487523078918,304,604,480.0,360.0,196.5,-22.5,0,False
2022-08-03 14:38:00.093336,YOLOObjectDetector,0.45034459233283997,674.7210693359375,710.010986328125,480.0,360.0,611.344970703125,355.17706298828125,0,False
2022-08-03 14:38:00.093336,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:00.093336,AzureObjectDetector,0.841,715,690,480.0,360.0,122.5,0.0,0,False
2022-08-03 14:38:08.914904,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:08.914904,YOLOObjectDetector,0.9017753005027771,337.0962219238281,461.33282470703125,480.0,360.0,661.010009765625,489.3335876464844,0,False
2022-08-03 14:38:08.914904,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:08.914904,AzureObjectDetector,0.865,316,467,480.0,360.0,254.5,124.0,0,False
2022-08-03 14:38:16.992636,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:16.992636,YOLOObjectDetector,0.8902706503868103,280.96435546875,493.24713134765625,480.0,360.0,444.164306640625,473.3764343261719,0,False
2022-08-03 14:38:16.992636,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:16.992636,AzureObjectDetector,0.864,341,510,480.0,360.0,146.0,105.0,0,False
2022-08-03 14:38:24.302274,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:24.302274,YOLOObjectDetector,0.9355238080024719,208.95382690429688,515.818603515625,480.0,360.0,478.9166259765625,458.9508056640625,0,False
2022-08-03 14:38:24.302274,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:24.302274,AzureObjectDetector,0.863,223,532,480.0,360.0,183.5,90.5,0,False
2022-08-03 14:38:32.525727,YOLOFaceDetector,0.9879931211471558,78,96,480.0,360.0,208.0,105.5,0,False
2022-08-03 14:38:32.525727,YOLOObjectDetector,0.9339076280593872,207.947021484375,507.45269775390625,480.0,360.0,467.49151611328125,456.5391540527344,0,False
2022-08-03 14:38:32.525727,DepthPerception,3570918,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:32.525727,AzureObjectDetector,0.886,211,522,480.0,360.0,183.0,91.5,0,False
2022-08-03 14:38:40.813862,YOLOFaceDetector,0.9879931211471558,78,96,480.0,360.0,208.0,105.5,0,False
2022-08-03 14:38:40.813862,YOLOObjectDetector,0.9339076280593872,207.947021484375,507.45269775390625,480.0,360.0,467.49151611328125,456.5391540527344,0,False
2022-08-03 14:38:40.813862,DepthPerception,3570918,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:40.813862,AzureObjectDetector,0.886,211,522,480.0,360.0,183.0,91.5,0,False
2022-08-03 14:38:48.519540,YOLOFaceDetector,0.9879931211471558,78,96,480.0,360.0,208.0,105.5,0,False
2022-08-03 14:38:48.519540,YOLOObjectDetector,0.9339076280593872,207.947021484375,507.45269775390625,480.0,360.0,467.49151611328125,456.5391540527344,0,False
2022-08-03 14:38:48.519540,DepthPerception,3570918,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:48.519540,AzureObjectDetector,0.886,211,522,480.0,360.0,183.0,91.5,0,False
2022-08-03 14:38:57.749387,YOLOFaceDetector,0.9879931211471558,78,96,480.0,360.0,208.0,105.5,0,False
2022-08-03 14:38:57.749387,YOLOObjectDetector,0.9339076280593872,207.947021484375,507.45269775390625,480.0,360.0,467.49151611328125,456.5391540527344,0,False
2022-08-03 14:38:57.749387,DepthPerception,3570918,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:38:57.749387,AzureObjectDetector,0.886,211,522,480.0,360.0,183.0,91.5,0,False
2022-08-03 14:39:45.874864,YOLOFaceDetector,0.9786825180053711,197,293,480.0,360.0,216.5,42.5,0,False
2022-08-03 14:39:45.874864,YOLOObjectDetector,0.6818171143531799,885.674560546875,697.4854125976562,480.0,360.0,516.6973266601562,367.4542541503906,0,False
2022-08-03 14:39:45.874864,DepthPerception,33279418,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:39:45.874864,AzureObjectDetector,0.822,798,696,480.0,360.0,76.0,12.0,0,False
2022-08-03 14:39:59.282494,YOLOFaceDetector,0.9182003736495972,302,406,480.0,360.0,162.0,22.5,0,False
2022-08-03 14:39:59.282494,YOLOObjectDetector,0.5145503282546997,917.49755859375,706.2716674804688,480.0,360.0,458.748779296875,353.1358337402344,0,False
2022-08-03 14:39:59.282494,DepthPerception,52590955,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:39:59.282494,AzureObjectDetector,0.737,714,677,480.0,360.0,120.0,17.0,0,False
2022-08-03 14:40:07.078064,YOLOFaceDetector,0.9182003736495972,302,406,480.0,360.0,162.0,22.5,0,False
2022-08-03 14:40:07.078064,YOLOObjectDetector,0.5145503282546997,917.49755859375,706.2716674804688,480.0,360.0,458.748779296875,353.1358337402344,0,False
2022-08-03 14:40:07.078064,DepthPerception,52590955,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:40:07.078064,AzureObjectDetector,0.737,714,677,480.0,360.0,120.0,17.0,0,False
2022-08-03 14:40:15.332518,YOLOFaceDetector,0.9182003736495972,302,406,480.0,360.0,162.0,22.5,0,False
2022-08-03 14:40:15.332518,YOLOObjectDetector,0.5145503282546997,917.49755859375,706.2716674804688,480.0,360.0,458.748779296875,353.1358337402344,0,False
2022-08-03 14:40:15.332518,DepthPerception,52590955,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:40:15.332518,AzureObjectDetector,0.737,714,677,480.0,360.0,120.0,17.0,0,False
2022-08-03 14:40:21.934684,YOLOFaceDetector,0.9182003736495972,302,406,480.0,360.0,162.0,22.5,0,False
2022-08-03 14:40:21.934684,YOLOObjectDetector,0.5145503282546997,917.49755859375,706.2716674804688,480.0,360.0,458.748779296875,353.1358337402344,0,False
2022-08-03 14:40:21.934684,DepthPerception,52590955,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:40:21.934684,AzureObjectDetector,0.737,714,677,480.0,360.0,120.0,17.0,0,False
2022-08-03 14:42:02.769223,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:02.769223,YOLOObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:02.769223,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:02.769223,AzureObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:10.422587,YOLOFaceDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:10.422587,YOLOObjectDetector,0.5247754454612732,866.206787109375,706.6392822265625,480.0,360.0,450.79876708984375,357.86895751953125,0,False
2022-08-03 14:42:10.422587,DepthPerception,0,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:10.422587,AzureObjectDetector,nan,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:17.603264,YOLOFaceDetector,0.8914651274681091,211,354,480.0,360.0,248.5,52.5,0,False
2022-08-03 14:42:17.603264,YOLOObjectDetector,0.6624782681465149,844.7647705078125,678.2161865234375,480.0,360.0,536.3878784179688,380.89190673828125,0,False
2022-08-03 14:42:17.603264,DepthPerception,31853804,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:17.603264,AzureObjectDetector,0.886,797,668,480.0,360.0,78.0,23.5,0,False
2022-08-03 14:42:24.719754,YOLOFaceDetector,0.9287847280502319,229,380,480.0,360.0,241.5,50.5,0,False
2022-08-03 14:42:24.719754,YOLOObjectDetector,0.674903392791748,812.2012329101562,689.3292236328125,480.0,360.0,544.743896484375,375.33538818359375,0,False
2022-08-03 14:42:24.719754,DepthPerception,33154489,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:24.719754,AzureObjectDetector,0.902,799,674,480.0,360.0,77.0,21.5,0,False
2022-08-03 14:42:31.465493,YOLOFaceDetector,0.9020775556564331,182,250,480.0,360.0,189.5,126.5,0,False
2022-08-03 14:42:31.465493,YOLOObjectDetector,0.8905877470970154,678.3231201171875,504.3226318359375,480.0,360.0,442.8380126953125,464.8885498046875,0,False
2022-08-03 14:42:31.465493,DepthPerception,15381185,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:31.465493,AzureObjectDetector,0.938,626,511,480.0,360.0,57.5,104.5,0,False
2022-08-03 14:42:38.319972,YOLOFaceDetector,0.780303955078125,178,253,480.0,360.0,191.0,126.5,0,False
2022-08-03 14:42:38.319972,YOLOObjectDetector,0.873336136341095,669.8011474609375,505.468505859375,480.0,360.0,439.9805908203125,464.8831787109375,0,False
2022-08-03 14:42:38.319972,DepthPerception,15371967,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:38.319972,AzureObjectDetector,0.926,629,507,480.0,360.0,56.5,106.5,0,False
2022-08-03 14:42:44.957717,YOLOFaceDetector,0.8780211806297302,181,250,480.0,360.0,189.5,127.0,0,False
2022-08-03 14:42:44.957717,YOLOObjectDetector,0.9061166048049927,672.762939453125,506.43365478515625,480.0,360.0,453.58001708984375,464.0208435058594,0,False
2022-08-03 14:42:44.957717,DepthPerception,14763685,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:44.957717,AzureObjectDetector,0.926,626,506,480.0,360.0,60.0,106.5,0,False
2022-08-03 14:42:51.949005,YOLOFaceDetector,0.8476178050041199,181,249,480.0,360.0,189.5,127.5,0,False
2022-08-03 14:42:51.949005,YOLOObjectDetector,0.9028912782669067,678.1683959960938,503.090576171875,480.0,360.0,449.8105163574219,464.15936279296875,0,False
2022-08-03 14:42:51.949005,DepthPerception,14744261,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:51.949005,AzureObjectDetector,0.932,619,508,480.0,360.0,61.0,106.0,0,False
2022-08-03 14:42:58.408961,YOLOFaceDetector,0.9498039484024048,153,180,480.0,360.0,221.5,184.0,0,False
2022-08-03 14:42:58.408961,YOLOObjectDetector,0.8319126963615417,492.702880859375,409.683837890625,480.0,360.0,413.48211669921875,515.1580810546875,0,False
2022-08-03 14:42:58.408961,DepthPerception,10233182,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:42:58.408961,AzureObjectDetector,0.923,514,415,480.0,360.0,82.0,150.5,0,False
2022-08-03 14:43:05.457767,YOLOFaceDetector,0.9828721284866333,144,202,480.0,360.0,217.0,177.0,0,False
2022-08-03 14:43:05.457767,YOLOObjectDetector,0.7773292660713196,510.1163024902344,409.7826232910156,480.0,360.0,396.99029541015625,515.1087036132812,0,False
2022-08-03 14:43:05.457767,DepthPerception,11249999,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:43:05.457767,AzureObjectDetector,0.898,514,406,480.0,360.0,77.0,154.0,0,False
2022-08-03 14:43:12.098069,YOLOFaceDetector,0.5725693106651306,140,170,480.0,360.0,183.5,199.5,0,False
2022-08-03 14:43:12.098069,YOLOObjectDetector,0.7750294208526611,451.40264892578125,367.19842529296875,480.0,360.0,321.1854553222656,535.02490234375,0,False
2022-08-03 14:43:12.098069,DepthPerception,10253911,nan,nan,480.0,360.0,nan,nan,0,False
2022-08-03 14:43:12.098069,AzureObjectDetector,0.872,452,390,480.0,360.0,55.5,162.5,0,False
2022-08-03 14:43:19.963564,YOLOFaceDetector,0.5725693106651306,140,170,480.0,360.0,183.5,199.5,0,False
